Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.13268,-0.0042284,0.045773,0,0,0,15.34,0.064683,-1.7812E-05,-5.6368E-06,1.9113,2.7016E-06,1.9662,0,0,0,0,0,0,package://PTB22-L40-1000-R-M75-C3-0.SLDASM/meshes/base_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://PTB22-L40-1000-R-M75-C3-0.SLDASM/meshes/base_link.STL,,PTB22-L40-1000-R-M75-C3-0.stp-1/_PTB22-L40-1000-R-M75-C3_0dummy.stp-1;PTB22-L40-1000-R-M75-C3-0.stp-1/_PTB22-1000-R-body1.stp-1;PTB22-L40-1000-R-M75-C3-0.stp-1/_PTB22-body4.stp-1;PTB22-L40-1000-R-M75-C3-0.stp-1/_PTB22-body6.stp-1;PTB22-L40-1000-R-M75-C3-0.stp-1/_PTB22-body7.stp-1;PTB22-L40-1000-R-M75-C3-0.stp-1/_M75-p1.stp-1;PTB22-L40-1000-R-M75-C3-0.stp-1/_PTB22-1000-body2.stp-1;PTB22-L40-1000-R-M75-C3-0.stp-1/_PTB22-body5.stp-1;PTB22-L40-1000-R-M75-C3-0.stp-1/_PTB22-body8.stp-1;PTB22-L40-1000-R-M75-C3-0.stp-1/_PTB22-body8.stp-2,base,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
move_link,0,-8.6102E-05,-0.0065618,0,0,0,1.3399,0.0072298,7.306E-19,1.4623E-19,0.0061875,-7.3171E-07,0.012826,0,0,0,0,0,0,package://PTB22-L40-1000-R-M75-C3-0.SLDASM/meshes/move_link.STL,0.85882,0.85882,0.85882,1,0,0,0,0,0,0,package://PTB22-L40-1000-R-M75-C3-0.SLDASM/meshes/move_link.STL,,PTB22-L40-1000-R-M75-C3-0.stp-1/_PTB22-body3.stp-1,move,_move,move_joint,prismatic,-0.54196,0,0.0955,0,0,0,base_link,1,0,0,0,0,0,1.1,,,,,,,,
